"Country","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007"
"Samoa",0.0588889084221509,0.0559490610160514,0.0520989420850722,0.054491294565008,0.0719160829277689,0.0666894722086677,0.0631293158667737,0.0634310362568218,0.0534576022536116,0.0545614335152488
"Sao Tome and Principe",0.306969166182008,0.323741302788703,0.28838684925523,0.403404515569038,0.296882069305439,0.296040039286611,0.286593453054393,0.388987072805439,0.312911627282427,0.367839592087866
"Saudi Arabia",0.521958075777007,0.503453604952428,0.557511375572349,0.534766868099604,0.56901116462339,0.568049220123885,0.584249923177403,0.583346983296333,0.642648553315659,0.620808250612983
"Senegal",3.67516509706126,5.16959428787352,5.00000106333794,4.10319069103953,3.69888491099802,4.42790306619565,4.05274052766798,3.40039524349802,4.23853269734585,3.78183104748419
"Serbia-Montenegro",0.283147427673684,0.237344748810526,0.236719681863158,0.240612994210526,0.238068197936842,0.227315522326316,0.288410968063158,0.229110017715789,0.288096103210526,0.2459955618
"Seychelles",0.254898065025522,0.22099388963109,0.209999002835267,0.235857359412993,0.269964233772622,0.311982506431555,0.262677107343387,0.246340892703016,0.215505410740139,0.220312718020882
"Sierra Leone",1.25075485065239,1.28740517681864,1.69457712571285,1.23501536813098,1.40094622079597,1.27931648289169,1.18508026818892,1.2387466234937,1.45820171475819,1.30494953816625
"Solomon Islands",0.148822388760232,0.139456130535951,0.13539426916344,0.129808315400166,0.138076831875553,0.153717725955752,0.16400398816427,0.144776887936117,0.134088692079646,0.133022687979812
"Somalia",0.563465863275583,0.62331241641386,0.626101880014896,0.662976422954016,0.75054726046535,0.692849026705959,0.798708474467617,0.82574002626101,0.683782790647992,0.603604648687824
"South Africa",1.73144194501118,1.64268346861756,2.05044270795988,1.5161588122269,1.45089950783525,1.57216302405294,1.62497327580434,1.53203064181684,1.74127713593588,1.60484768165472
"South Georgia and the South Sandwich Islands",0.642245225466316,0.901097537170526,1.40839826549684,0.749078513525263,0.772998466915789,0.849409397055789,0.903588364297895,0.546431740614737,0.461116983791579,0.525215627385263
